"Day";"Fortnight";"Code_point_Libelle";"TEMP.med";"TEMP.mean";"SALI.med";"SALI.mean";"CHLOROA.med";"CHLOROA.mean"
93;7;"At so";9,3;8,98181818181818;32,9;32,9;9,07;10,3336363636364
94;7;"At so";9,3;8,98181818181818;32,9;32,9;9,07;10,3336363636364
95;7;"At so";9,3;8,98181818181818;32,9;32,9;9,07;10,3336363636364
96;7;"At so";9,3;8,98181818181818;32,9;32,9;9,07;10,3336363636364
97;7;"At so";9,3;8,98181818181818;32,9;32,9;9,07;10,3336363636364
98;7;"At so";9,3;8,98181818181818;32,9;32,9;9,07;10,3336363636364
99;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
100;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
101;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
102;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
103;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
104;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
105;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
106;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
107;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
108;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
109;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
110;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
111;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
112;8;"At so";10,5;9,64545454545454;33,3;33,3545454545455;13,08;12,0834545454545
113;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
114;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
115;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
116;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
117;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
118;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
119;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
120;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
121;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
122;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
123;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
124;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
125;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
126;9;"At so";11,2;10,9545454545455;33,6;33,3909090909091;15,46;14,7259545454545
127;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
128;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
129;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
130;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
131;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
132;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
133;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
134;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
135;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
136;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
137;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
138;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
139;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
140;10;"At so";12,9;12,5;33,7;33,6466666666667;9,81;10,2248666666667
141;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
142;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
143;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
144;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
145;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
146;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
147;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
148;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
149;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
150;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
151;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
152;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
153;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
154;11;"At so";14,3;14,2266666666667;33,6;33,5466666666667;4,8235;7,1921
155;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
156;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
157;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
158;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
159;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
160;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
161;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
162;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
163;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
164;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
165;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
166;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
167;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
168;12;"At so";15,6;15,5375;33,55;33,46875;8,21;10,1578125
169;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
170;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
171;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
172;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
173;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
174;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
175;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
176;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
177;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
178;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
179;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
180;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
181;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
182;13;"At so";17,4;17,0333333333333;33,8;33,6866666666667;6,51;7,00666666666667
183;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
184;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
185;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
186;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
187;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
188;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
189;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
190;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
191;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
192;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
193;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
194;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
195;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
196;14;"At so";19,2;18,5714285714286;33,9;33,8428571428571;4,93;5,996
197;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
198;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
199;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
200;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
201;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
202;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
203;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
204;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
205;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
206;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
207;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
208;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
209;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
210;15;"At so";18,9;19,1;33,85;33,9125;7,415;8,41328125
211;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
212;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
213;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
214;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
215;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
216;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
217;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
218;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
219;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
220;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
221;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
222;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
223;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
224;16;"At so";19,6;19,575;33,95;33,8;4,73;4,92620833333333
225;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
226;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
227;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
228;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
229;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
230;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
231;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
232;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
233;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
234;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
235;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
236;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
237;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
238;17;"At so";18,95;19,06;33,65;33,78;6,54;6,8968
239;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
240;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
241;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
242;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
243;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
244;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
245;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
246;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
247;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
248;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
249;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
250;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
251;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
252;18;"At so";18,6;18,8846153846154;34;33,9461538461538;5;5,40825
253;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
254;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
255;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
256;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
257;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
258;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
259;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
260;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
261;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
262;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
263;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
264;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
265;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
266;19;"At so";18,3;18,1272727272727;33,9;33,7;5,434;5,18672727272727
267;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
268;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
269;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
270;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
271;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
272;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
273;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
274;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
275;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
276;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
277;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
278;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
279;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
280;20;"At so";16,4;16,06;33,8;33,92;5,23;6,2216
281;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
282;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
283;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
284;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
285;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
286;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
287;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
288;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
289;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
290;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
291;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
292;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
293;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
294;21;"At so";15,6;15,3666666666667;33,7;33,7222222222222;4,49;5,52194444444444
295;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
296;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
297;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
298;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
299;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
300;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
301;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
302;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
303;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
304;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
305;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
306;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
307;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
308;22;"At so";13,5;13,87;33,8;33,88;4,83225;4,66745
309;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
310;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
311;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
312;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
313;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
314;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
315;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
316;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
317;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
318;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
319;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
320;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
321;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
322;23;"At so";11,85;11,8125;33,65;33,5375;3,08;3,08975
323;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
324;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
325;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
326;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
327;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
328;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
329;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
330;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
331;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
332;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
333;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
334;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
335;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
336;24;"At so";9,8;10,2777777777778;33,4;33,4777777777778;2,08;2,49083333333333
337;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
338;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
339;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
340;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
341;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
342;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
343;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
344;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
345;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
346;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
347;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
348;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
349;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
350;25;"At so";9,55;9,5;33,6;33,5666666666667;1,94925;1,96475
351;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
352;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
353;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
354;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
355;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
356;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
357;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
358;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
359;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
360;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
361;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
362;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
363;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
364;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
365;26;"At so";7,3;7,45;32,9;33,075;2,485;2,478875
1;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
2;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
3;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
4;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
5;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
6;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
7;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
8;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
9;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
10;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
11;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
12;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
13;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
14;1;"Auger";10,43;9,742;31,5;31,41;0,785;0,897857142857143
15;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
16;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
17;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
18;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
19;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
20;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
21;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
22;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
23;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
24;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
25;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
26;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
27;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
28;2;"Auger";9,21;9,23253333333333;31,81;31,5266666666667;0,94;1,01933333333333
29;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
30;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
31;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
32;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
33;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
34;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
35;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
36;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
37;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
38;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
39;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
40;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
41;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
42;3;"Auger";8,95;9,1295;30,99;30,775625;0,91;0,992
43;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
44;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
45;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
46;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
47;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
48;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
49;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
50;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
51;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
52;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
53;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
54;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
55;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
56;4;"Auger";9,59;9,581;31,61;30,6795;1,34;1,59105263157895
57;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
58;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
59;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
60;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
61;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
62;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
63;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
64;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
65;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
66;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
67;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
68;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
69;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
70;5;"Auger";10,573;9,9782;31,74;31,076;1,86;2,13
71;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
72;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
73;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
74;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
75;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
76;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
77;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
78;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
79;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
80;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
81;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
82;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
83;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
84;6;"Auger";10,56;10,6079444444444;30,845;30,9577777777778;2,335;3,84
85;7;"Auger";11,45;11,349;31,7;31,751;3,1;3,616875
86;7;"Auger";11,45;11,349;31,7;31,751;3,1;3,616875
87;7;"Auger";11,45;11,349;31,7;31,751;3,1;3,616875
88;7;"Auger";11,45;11,349;31,7;31,751;3,1;3,616875
89;7;"Auger";11,45;11,349;31,7;31,751;3,1;3,616875
